Yer,Puan,Şehir,KullanıcıSayısı,Kategori,Mevsim
Gezilecek Yer 55714,4.1,Konya,17311,Tarihi Yer,Kış
Gezilecek Yer 55715,4.6,Trabzon,19603,Restoran,Kış
Gezilecek Yer 55716,3.9,Adana,59015,Restoran,Kış
Gezilecek Yer 55717,3.8,Antalya,20036,Park,Kış
Gezilecek Yer 55718,4.4,Antalya,46147,Müze,Sonbahar
Gezilecek Yer 55719,3.8,Trabzon,1884,Tarihi Yer,Bahar
Gezilecek Yer 55720,3.9,İstanbul,38214,Tarihi Yer,Sonbahar
Gezilecek Yer 55721,4.7,Muğla,17175,Plaj,Bahar
Gezilecek Yer 55722,4.2,Muğla,9066,Restoran,Sonbahar
Gezilecek Yer 55723,4.4,İstanbul,2426,Tarihi Yer,Sonbahar
Gezilecek Yer 55724,4.6,Muğla,16495,Müze,Sonbahar
Gezilecek Yer 55725,4.8,Muğla,43873,Restoran,Kış
Gezilecek Yer 55726,4.2,İstanbul,36706,Tarihi Yer,Yaz
Gezilecek Yer 55727,4.1,Trabzon,26176,Tarihi Yer,Yaz
Gezilecek Yer 55728,3.8,Ankara,12100,Restoran,Yaz
Gezilecek Yer 55729,4.5,Trabzon,27146,Restoran,Sonbahar
Gezilecek Yer 55730,4.2,Trabzon,50549,Müze,Kış
Gezilecek Yer 55731,4.5,Ankara,435,Müze,Kış
Gezilecek Yer 55732,4.6,Bursa,24188,Tarihi Yer,Kış
Gezilecek Yer 55733,3.5,Trabzon,56619,Park,Kış
Gezilecek Yer 55734,4.4,Trabzon,32687,Restoran,Sonbahar
Gezilecek Yer 55735,3.6,Bursa,24161,Tarihi Yer,Bahar
Gezilecek Yer 55736,4.4,Trabzon,44087,Müze,Sonbahar
Gezilecek Yer 55737,3.9,Bursa,2900,Park,Sonbahar
Gezilecek Yer 55738,4.3,Konya,51446,Müze,Bahar
Gezilecek Yer 55739,4.6,Bursa,58932,Restoran,Yaz
Gezilecek Yer 55740,4.2,Bursa,27061,Tarihi Yer,Bahar
Gezilecek Yer 55741,4.7,Antalya,37770,Restoran,Sonbahar
Gezilecek Yer 55742,3.8,Ankara,46858,Restoran,Yaz
Gezilecek Yer 55743,4.1,Bodrum,37319,Park,Sonbahar
Gezilecek Yer 55744,4.9,Konya,54695,Restoran,Yaz
Gezilecek Yer 55745,4.7,Bodrum,24862,Restoran,Bahar
Gezilecek Yer 55746,4.1,Ankara,35088,Tarihi Yer,Sonbahar
Gezilecek Yer 55747,4.7,Bodrum,54624,Restoran,Yaz
Gezilecek Yer 55748,4.2,İstanbul,13941,Müze,Sonbahar
Gezilecek Yer 55749,4.7,Bursa,8090,Restoran,Yaz
Gezilecek Yer 55750,4.4,Bodrum,14464,Restoran,Sonbahar
Gezilecek Yer 55751,4.4,Bodrum,10849,Restoran,Yaz
Gezilecek Yer 55752,3.9,Muğla,21687,Müze,Sonbahar
Gezilecek Yer 55753,4.1,Adana,41993,Müze,Kış
Gezilecek Yer 55754,4.2,Antalya,29498,Park,Sonbahar
Gezilecek Yer 55755,3.5,Konya,15196,Müze,Bahar
Gezilecek Yer 55756,3.9,Adana,11415,Tarihi Yer,Bahar
Gezilecek Yer 55757,4.4,Konya,56174,Plaj,Sonbahar
Gezilecek Yer 55758,4.8,İstanbul,48708,Plaj,Bahar
Gezilecek Yer 55759,4.2,Bursa,2689,Restoran,Bahar
Gezilecek Yer 55760,5.0,Muğla,34464,Tarihi Yer,Bahar
Gezilecek Yer 55761,4.3,Ankara,32494,Park,Sonbahar
Gezilecek Yer 55762,4.4,Trabzon,35446,Plaj,Bahar
Gezilecek Yer 55763,3.6,Trabzon,8816,Müze,Sonbahar
Gezilecek Yer 55764,4.7,Muğla,16085,Plaj,Yaz
Gezilecek Yer 55765,3.8,Adana,32253,Park,Sonbahar
Gezilecek Yer 55766,4.5,Konya,28893,Müze,Bahar
Gezilecek Yer 55767,4.1,Trabzon,9036,Plaj,Yaz
Gezilecek Yer 55768,4.4,Adana,745,Park,Yaz
Gezilecek Yer 55769,4.5,Bursa,16878,Tarihi Yer,Yaz
Gezilecek Yer 55770,4.1,İstanbul,38364,Plaj,Bahar
Gezilecek Yer 55771,4.9,Antalya,18617,Restoran,Bahar
Gezilecek Yer 55772,3.6,İstanbul,15068,Restoran,Yaz
Gezilecek Yer 55773,4.2,İzmir,49911,Plaj,Kış
Gezilecek Yer 55774,4.8,Antalya,52292,Park,Yaz
Gezilecek Yer 55775,4.0,Ankara,15099,Park,Yaz
Gezilecek Yer 55776,5.0,Bursa,5950,Müze,Kış
Gezilecek Yer 55777,4.3,Trabzon,9898,Müze,Sonbahar
Gezilecek Yer 55778,3.8,İzmir,4857,Müze,Yaz
Gezilecek Yer 55779,3.9,Bursa,31917,Plaj,Kış
Gezilecek Yer 55780,5.0,Ankara,6727,Tarihi Yer,Bahar
Gezilecek Yer 55781,4.8,Muğla,16049,Tarihi Yer,Bahar
Gezilecek Yer 55782,4.8,Bursa,261,Restoran,Bahar
Gezilecek Yer 55783,4.9,Adana,42021,Plaj,Yaz
Gezilecek Yer 55784,4.5,Konya,57256,Restoran,Yaz
Gezilecek Yer 55785,4.9,Trabzon,34140,Plaj,Kış
Gezilecek Yer 55786,3.9,Antalya,4670,Restoran,Bahar
Gezilecek Yer 55787,3.6,Bodrum,59976,Plaj,Sonbahar
Gezilecek Yer 55788,3.6,Trabzon,47678,Park,Yaz
Gezilecek Yer 55789,3.6,Adana,2366,Restoran,Yaz
Gezilecek Yer 55790,4.3,Ankara,47496,Restoran,Bahar
Gezilecek Yer 55791,4.5,Muğla,18665,Müze,Kış
Gezilecek Yer 55792,4.8,Konya,51547,Tarihi Yer,Bahar
Gezilecek Yer 55793,4.6,Ankara,34201,Müze,Kış
Gezilecek Yer 55794,4.2,Muğla,266,Plaj,Bahar
Gezilecek Yer 55795,5.0,Adana,51538,Müze,Sonbahar
Gezilecek Yer 55796,4.3,Antalya,10077,Plaj,Sonbahar
Gezilecek Yer 55797,3.6,İstanbul,52406,Tarihi Yer,Yaz
Gezilecek Yer 55798,4.6,İstanbul,59964,Restoran,Yaz
Gezilecek Yer 55799,3.9,Antalya,16575,Plaj,Bahar
Gezilecek Yer 55800,4.1,Ankara,37278,Müze,Yaz
Gezilecek Yer 55801,4.5,Ankara,29442,Restoran,Kış
Gezilecek Yer 55802,3.9,Bursa,3684,Tarihi Yer,Yaz
Gezilecek Yer 55803,3.9,Trabzon,22706,Tarihi Yer,Yaz
Gezilecek Yer 55804,4.9,Bursa,26035,Park,Bahar
Gezilecek Yer 55805,3.7,Konya,40797,Müze,Bahar
Gezilecek Yer 55806,4.4,Ankara,36122,Tarihi Yer,Bahar
Gezilecek Yer 55807,3.7,Bodrum,12054,Plaj,Kış
Gezilecek Yer 55808,4.6,Adana,31049,Müze,Yaz
Gezilecek Yer 55809,4.2,Antalya,54383,Müze,Kış
Gezilecek Yer 55810,3.8,İstanbul,24340,Tarihi Yer,Yaz
Gezilecek Yer 55811,4.6,Bursa,19652,Plaj,Yaz
Gezilecek Yer 55812,4.5,Trabzon,27237,Park,Kış
Gezilecek Yer 55813,4.3,Konya,36255,Restoran,Bahar
Gezilecek Yer 55814,4.8,Trabzon,27388,Plaj,Yaz
Gezilecek Yer 55815,3.9,İzmir,14463,Park,Bahar
Gezilecek Yer 55816,4.6,Trabzon,52978,Tarihi Yer,Yaz
Gezilecek Yer 55817,4.4,Muğla,449,Tarihi Yer,Kış
Gezilecek Yer 55818,4.1,Muğla,53908,Tarihi Yer,Yaz
Gezilecek Yer 55819,3.7,Muğla,22536,Park,Yaz
Gezilecek Yer 55820,4.7,Antalya,31954,Park,Sonbahar
Gezilecek Yer 55821,3.5,Bodrum,32941,Müze,Yaz
Gezilecek Yer 55822,3.8,İzmir,25041,Plaj,Yaz
Gezilecek Yer 55823,4.5,İzmir,19773,Restoran,Sonbahar
Gezilecek Yer 55824,4.9,İzmir,55079,Plaj,Bahar
Gezilecek Yer 55825,4.0,Bodrum,49457,Tarihi Yer,Yaz
Gezilecek Yer 55826,4.6,Bursa,44422,Tarihi Yer,Sonbahar
Gezilecek Yer 55827,3.5,İstanbul,30387,Park,Yaz
Gezilecek Yer 55828,4.6,Ankara,31774,Tarihi Yer,Bahar
Gezilecek Yer 55829,4.2,Ankara,36897,Müze,Yaz
Gezilecek Yer 55830,4.6,Bursa,24867,Plaj,Sonbahar
Gezilecek Yer 55831,4.8,Bursa,31293,Müze,Kış
Gezilecek Yer 55832,3.7,Bursa,11539,Müze,Yaz
Gezilecek Yer 55833,4.2,Antalya,22518,Park,Kış
Gezilecek Yer 55834,4.0,Bursa,46599,Park,Yaz
Gezilecek Yer 55835,4.4,Bursa,48824,Restoran,Kış
Gezilecek Yer 55836,5.0,İstanbul,17943,Park,Yaz
Gezilecek Yer 55837,3.7,Ankara,22359,Müze,Sonbahar
Gezilecek Yer 55838,3.9,Trabzon,49283,Müze,Sonbahar
Gezilecek Yer 55839,4.3,Bodrum,43277,Park,Sonbahar
Gezilecek Yer 55840,4.2,İstanbul,17311,Restoran,Yaz
Gezilecek Yer 55841,4.8,Trabzon,37407,Tarihi Yer,Yaz
Gezilecek Yer 55842,4.2,Ankara,10942,Tarihi Yer,Sonbahar
Gezilecek Yer 55843,4.1,Muğla,30513,Tarihi Yer,Kış
Gezilecek Yer 55844,4.9,Adana,22437,Müze,Sonbahar
Gezilecek Yer 55845,4.7,Bodrum,18081,Tarihi Yer,Kış
Gezilecek Yer 55846,4.8,Ankara,10505,Park,Sonbahar
Gezilecek Yer 55847,5.0,Konya,12526,Park,Yaz
Gezilecek Yer 55848,4.3,Bursa,34130,Tarihi Yer,Kış
Gezilecek Yer 55849,4.9,Trabzon,10713,Restoran,Sonbahar
Gezilecek Yer 55850,4.6,Ankara,15044,Tarihi Yer,Bahar
Gezilecek Yer 55851,3.5,Adana,11423,Restoran,Sonbahar
Gezilecek Yer 55852,4.1,İstanbul,5371,Plaj,Kış
Gezilecek Yer 55853,4.7,Bodrum,21802,Park,Yaz
Gezilecek Yer 55854,4.4,Konya,40945,Müze,Kış
Gezilecek Yer 55855,5.0,Muğla,746,Park,Yaz
Gezilecek Yer 55856,4.6,Ankara,4173,Restoran,Kış
Gezilecek Yer 55857,4.2,Bodrum,16459,Müze,Yaz
Gezilecek Yer 55858,3.6,Muğla,51019,Restoran,Kış
Gezilecek Yer 55859,3.6,İstanbul,48190,Plaj,Bahar
Gezilecek Yer 55860,4.2,Bursa,24009,Park,Yaz
Gezilecek Yer 55861,4.3,Trabzon,57318,Restoran,Sonbahar
Gezilecek Yer 55862,3.5,Ankara,54405,Park,Bahar
Gezilecek Yer 55863,4.6,İstanbul,40391,Tarihi Yer,Sonbahar
Gezilecek Yer 55864,4.0,İzmir,17148,Tarihi Yer,Sonbahar
Gezilecek Yer 55865,4.6,Adana,53547,Plaj,Kış
Gezilecek Yer 55866,4.2,Muğla,38799,Tarihi Yer,Bahar
Gezilecek Yer 55867,5.0,İzmir,59949,Restoran,Sonbahar
Gezilecek Yer 55868,4.7,Muğla,32383,Park,Kış
Gezilecek Yer 55869,4.4,İzmir,34708,Müze,Yaz
Gezilecek Yer 55870,4.6,İstanbul,45153,Park,Bahar
Gezilecek Yer 55871,5.0,Adana,52270,Restoran,Bahar
Gezilecek Yer 55872,4.9,İzmir,19206,Müze,Kış
Gezilecek Yer 55873,3.5,Ankara,28795,Plaj,Kış
Gezilecek Yer 55874,3.7,Adana,26146,Park,Sonbahar
Gezilecek Yer 55875,4.0,Antalya,16978,Restoran,Kış
Gezilecek Yer 55876,3.8,Konya,29373,Plaj,Yaz
Gezilecek Yer 55877,3.9,Bodrum,51445,Tarihi Yer,Yaz
Gezilecek Yer 55878,4.2,Ankara,38548,Park,Bahar
Gezilecek Yer 55879,5.0,Muğla,37475,Restoran,Yaz
Gezilecek Yer 55880,4.7,Muğla,47063,Park,Yaz
Gezilecek Yer 55881,4.5,Bursa,45218,Plaj,Bahar
Gezilecek Yer 55882,4.8,Konya,8769,Tarihi Yer,Sonbahar
Gezilecek Yer 55883,3.8,Konya,14248,Restoran,Yaz
Gezilecek Yer 55884,4.1,Ankara,32707,Restoran,Yaz
Gezilecek Yer 55885,4.5,Antalya,57799,Park,Sonbahar
Gezilecek Yer 55886,3.8,Trabzon,4926,Plaj,Kış
Gezilecek Yer 55887,3.8,Ankara,18966,Restoran,Kış
Gezilecek Yer 55888,4.2,Muğla,4303,Tarihi Yer,Bahar
Gezilecek Yer 55889,4.4,Bursa,9396,Tarihi Yer,Kış
Gezilecek Yer 55890,4.5,Konya,20991,Tarihi Yer,Kış
Gezilecek Yer 55891,3.7,Bursa,24474,Park,Yaz
Gezilecek Yer 55892,4.4,Bodrum,52542,Plaj,Sonbahar
Gezilecek Yer 55893,4.4,İzmir,34481,Park,Sonbahar
Gezilecek Yer 55894,4.7,Adana,44846,Restoran,Sonbahar
Gezilecek Yer 55895,3.6,Ankara,59482,Restoran,Sonbahar
Gezilecek Yer 55896,3.7,Adana,18253,Restoran,Bahar
Gezilecek Yer 55897,4.1,İzmir,9865,Restoran,Yaz
Gezilecek Yer 55898,4.2,İzmir,27345,Tarihi Yer,Bahar
Gezilecek Yer 55899,4.3,Adana,14979,Plaj,Sonbahar
Gezilecek Yer 55900,3.5,Bursa,40252,Tarihi Yer,Sonbahar
Gezilecek Yer 55901,4.2,Adana,35166,Restoran,Yaz
Gezilecek Yer 55902,4.8,İzmir,29202,Tarihi Yer,Sonbahar
Gezilecek Yer 55903,4.2,Konya,33866,Restoran,Kış
Gezilecek Yer 55904,4.4,Antalya,16199,Plaj,Kış
Gezilecek Yer 55905,4.2,Adana,34639,Plaj,Yaz
Gezilecek Yer 55906,3.9,İzmir,39788,Restoran,Sonbahar
Gezilecek Yer 55907,4.8,Konya,31698,Park,Yaz
Gezilecek Yer 55908,4.5,Bodrum,46756,Tarihi Yer,Kış
Gezilecek Yer 55909,4.4,Bodrum,6533,Müze,Kış
Gezilecek Yer 55910,4.2,Bodrum,43322,Restoran,Kış
Gezilecek Yer 55911,3.7,Ankara,1929,Plaj,Bahar
Gezilecek Yer 55912,3.8,Adana,25618,Plaj,Sonbahar
Gezilecek Yer 55913,4.9,Bodrum,42333,Plaj,Sonbahar
Gezilecek Yer 55914,4.3,Ankara,47351,Müze,Yaz
Gezilecek Yer 55915,4.0,Ankara,28942,Plaj,Bahar
Gezilecek Yer 55916,4.8,Konya,59393,Plaj,Bahar
Gezilecek Yer 55917,3.6,İzmir,18238,Tarihi Yer,Yaz
Gezilecek Yer 55918,3.9,Muğla,45983,Müze,Kış
Gezilecek Yer 55919,4.7,Ankara,32641,Restoran,Bahar
Gezilecek Yer 55920,3.8,Bursa,27313,Plaj,Kış
Gezilecek Yer 55921,3.9,Bodrum,4144,Restoran,Yaz
Gezilecek Yer 55922,4.7,İstanbul,53987,Müze,Bahar
Gezilecek Yer 55923,4.7,İzmir,43303,Tarihi Yer,Kış
Gezilecek Yer 55924,3.6,İzmir,3699,Tarihi Yer,Sonbahar
Gezilecek Yer 55925,4.3,Trabzon,42876,Plaj,Sonbahar
Gezilecek Yer 55926,4.1,Muğla,42022,Müze,Sonbahar
Gezilecek Yer 55927,3.8,İzmir,54932,Restoran,Yaz
Gezilecek Yer 55928,4.4,İstanbul,5234,Restoran,Sonbahar
Gezilecek Yer 55929,3.8,İstanbul,7482,Park,Kış
Gezilecek Yer 55930,4.1,İzmir,34954,Tarihi Yer,Sonbahar
Gezilecek Yer 55931,4.0,Bodrum,24918,Park,Sonbahar
Gezilecek Yer 55932,4.4,Adana,37205,Plaj,Kış
Gezilecek Yer 55933,4.8,Bursa,37601,Tarihi Yer,Kış
Gezilecek Yer 55934,4.2,Ankara,11759,Müze,Sonbahar
Gezilecek Yer 55935,4.4,Trabzon,18199,Restoran,Yaz
Gezilecek Yer 55936,4.2,Adana,10710,Park,Kış
Gezilecek Yer 55937,3.9,Antalya,43050,Restoran,Kış
Gezilecek Yer 55938,3.6,Adana,28593,Tarihi Yer,Kış
Gezilecek Yer 55939,4.1,Bodrum,54861,Plaj,Sonbahar
Gezilecek Yer 55940,4.0,Adana,51415,Restoran,Bahar
Gezilecek Yer 55941,4.7,Bursa,12973,Restoran,Kış
Gezilecek Yer 55942,4.7,Adana,55646,Park,Kış
Gezilecek Yer 55943,3.6,Konya,18574,Tarihi Yer,Sonbahar
Gezilecek Yer 55944,4.6,Bodrum,3945,Tarihi Yer,Yaz
Gezilecek Yer 55945,4.2,Antalya,50318,Park,Yaz
Gezilecek Yer 55946,4.7,İstanbul,799,Restoran,Bahar
Gezilecek Yer 55947,5.0,Trabzon,50013,Müze,Sonbahar
Gezilecek Yer 55948,4.1,Bursa,54325,Plaj,Bahar
Gezilecek Yer 55949,3.6,Antalya,13398,Restoran,Bahar
Gezilecek Yer 55950,3.8,Bursa,13873,Park,Sonbahar
Gezilecek Yer 55951,3.6,Muğla,59266,Plaj,Yaz
Gezilecek Yer 55952,4.3,Ankara,47917,Restoran,Sonbahar
Gezilecek Yer 55953,3.8,İzmir,21529,Park,Yaz
Gezilecek Yer 55954,3.8,İzmir,55917,Restoran,Bahar
Gezilecek Yer 55955,3.7,Bodrum,20524,Tarihi Yer,Yaz
Gezilecek Yer 55956,4.1,Konya,52914,Restoran,Kış
Gezilecek Yer 55957,3.6,Muğla,58223,Park,Bahar
Gezilecek Yer 55958,5.0,Bursa,53325,Plaj,Yaz
Gezilecek Yer 55959,5.0,Bodrum,32171,Tarihi Yer,Yaz
Gezilecek Yer 55960,3.9,Antalya,37093,Restoran,Kış
Gezilecek Yer 55961,4.6,Antalya,11340,Park,Kış
Gezilecek Yer 55962,4.9,Konya,7136,Müze,Yaz
Gezilecek Yer 55963,3.8,İzmir,18652,Plaj,Yaz
Gezilecek Yer 55964,3.9,Antalya,46369,Restoran,Bahar
Gezilecek Yer 55965,4.4,Bodrum,6528,Restoran,Kış
Gezilecek Yer 55966,4.9,Konya,51420,Park,Sonbahar
Gezilecek Yer 55967,4.7,Konya,32584,Plaj,Bahar
Gezilecek Yer 55968,4.9,Ankara,39162,Müze,Sonbahar
Gezilecek Yer 55969,4.3,Trabzon,21474,Restoran,Yaz
Gezilecek Yer 55970,3.5,İzmir,49774,Park,Kış
Gezilecek Yer 55971,4.0,Bursa,49380,Müze,Yaz
Gezilecek Yer 55972,4.9,Bodrum,20829,Park,Kış
Gezilecek Yer 55973,3.7,İstanbul,43699,Müze,Bahar
Gezilecek Yer 55974,3.9,Bodrum,40468,Park,Yaz
Gezilecek Yer 55975,3.9,Muğla,6329,Tarihi Yer,Bahar
Gezilecek Yer 55976,4.0,İzmir,42944,Plaj,Kış
Gezilecek Yer 55977,4.4,İstanbul,5075,Tarihi Yer,Sonbahar
Gezilecek Yer 55978,4.6,İzmir,18224,Tarihi Yer,Yaz
Gezilecek Yer 55979,4.6,Adana,35418,Tarihi Yer,Yaz
Gezilecek Yer 55980,3.7,İstanbul,9257,Park,Yaz
Gezilecek Yer 55981,4.3,Adana,49187,Plaj,Kış
Gezilecek Yer 55982,4.3,Trabzon,41887,Park,Bahar
Gezilecek Yer 55983,4.1,İzmir,33889,Plaj,Sonbahar
Gezilecek Yer 55984,3.9,Bodrum,56085,Park,Yaz
Gezilecek Yer 55985,4.2,Konya,6619,Plaj,Sonbahar
Gezilecek Yer 55986,3.5,Bursa,6562,Plaj,Bahar
Gezilecek Yer 55987,4.0,Trabzon,4861,Tarihi Yer,Yaz
Gezilecek Yer 55988,4.5,Bursa,46522,Müze,Kış
Gezilecek Yer 55989,4.3,İstanbul,37672,Restoran,Sonbahar
Gezilecek Yer 55990,4.4,Muğla,16245,Plaj,Sonbahar
Gezilecek Yer 55991,4.8,Trabzon,43740,Müze,Yaz
Gezilecek Yer 55992,4.6,Trabzon,2394,Restoran,Sonbahar
Gezilecek Yer 55993,4.6,Antalya,79,Tarihi Yer,Yaz
Gezilecek Yer 55994,4.9,İstanbul,59000,Müze,Yaz
Gezilecek Yer 55995,4.7,Bodrum,11865,Plaj,Kış
Gezilecek Yer 55996,3.5,Bodrum,3629,Restoran,Bahar
Gezilecek Yer 55997,3.6,Bodrum,53013,Müze,Kış
Gezilecek Yer 55998,3.5,Trabzon,34028,Tarihi Yer,Sonbahar
Gezilecek Yer 55999,3.7,Adana,39954,Müze,Bahar
Gezilecek Yer 56000,4.9,Adana,56205,Plaj,Yaz
Gezilecek Yer 56001,4.2,Antalya,35311,Müze,Bahar
Gezilecek Yer 56002,4.3,Ankara,16626,Plaj,Bahar
Gezilecek Yer 56003,4.6,Konya,15576,Park,Sonbahar
Gezilecek Yer 56004,3.9,Muğla,44042,Tarihi Yer,Kış
Gezilecek Yer 56005,3.6,Trabzon,2477,Tarihi Yer,Sonbahar
Gezilecek Yer 56006,3.9,Bodrum,30697,Tarihi Yer,Yaz
Gezilecek Yer 56007,4.7,Adana,59045,Müze,Yaz
Gezilecek Yer 56008,4.0,Bodrum,23182,Plaj,Yaz
Gezilecek Yer 56009,4.3,Ankara,46595,Müze,Yaz
Gezilecek Yer 56010,4.6,Adana,40057,Restoran,Sonbahar
Gezilecek Yer 56011,3.8,Ankara,12077,Tarihi Yer,Yaz
Gezilecek Yer 56012,4.2,İzmir,42974,Tarihi Yer,Yaz
Gezilecek Yer 56013,3.5,Muğla,19660,Plaj,Sonbahar
Gezilecek Yer 56014,4.8,Trabzon,17451,Restoran,Kış
Gezilecek Yer 56015,3.8,Antalya,32291,Müze,Kış
Gezilecek Yer 56016,3.6,İstanbul,58618,Tarihi Yer,Kış
Gezilecek Yer 56017,4.7,Antalya,41180,Plaj,Kış
Gezilecek Yer 56018,3.5,Antalya,28487,Park,Yaz
Gezilecek Yer 56019,4.3,Bursa,17148,Park,Sonbahar
Gezilecek Yer 56020,4.9,Muğla,47457,Restoran,Sonbahar
Gezilecek Yer 56021,4.0,Ankara,54118,Restoran,Kış
Gezilecek Yer 56022,4.8,Ankara,32085,Plaj,Yaz
Gezilecek Yer 56023,3.8,Antalya,39650,Tarihi Yer,Yaz
Gezilecek Yer 56024,3.7,Bursa,40159,Müze,Bahar
Gezilecek Yer 56025,4.1,Trabzon,36209,Müze,Bahar
Gezilecek Yer 56026,4.9,Adana,52859,Park,Bahar
Gezilecek Yer 56027,4.5,Muğla,26580,Tarihi Yer,Sonbahar
Gezilecek Yer 56028,4.1,Trabzon,8110,Park,Sonbahar
Gezilecek Yer 56029,4.9,Trabzon,53650,Restoran,Bahar
Gezilecek Yer 56030,4.1,İstanbul,41543,Park,Kış
Gezilecek Yer 56031,3.9,Bursa,55132,Park,Bahar
Gezilecek Yer 56032,5.0,Antalya,51432,Müze,Yaz
Gezilecek Yer 56033,4.0,Muğla,14961,Park,Sonbahar
Gezilecek Yer 56034,4.9,Muğla,25528,Park,Kış
Gezilecek Yer 56035,4.3,Adana,7523,Tarihi Yer,Kış
Gezilecek Yer 56036,4.6,Bursa,13579,Plaj,Sonbahar
Gezilecek Yer 56037,4.1,Bodrum,58582,Plaj,Yaz
Gezilecek Yer 56038,3.7,Konya,32040,Müze,Yaz
Gezilecek Yer 56039,4.6,Bursa,54561,Tarihi Yer,Sonbahar
Gezilecek Yer 56040,4.6,İstanbul,18778,Tarihi Yer,Bahar
Gezilecek Yer 56041,3.5,Antalya,6485,Plaj,Sonbahar
Gezilecek Yer 56042,4.2,Ankara,41955,Plaj,Yaz
Gezilecek Yer 56043,3.8,Adana,3086,Restoran,Yaz
Gezilecek Yer 56044,4.3,Konya,22813,Park,Yaz
Gezilecek Yer 56045,4.6,Konya,5442,Müze,Yaz
Gezilecek Yer 56046,4.7,Antalya,31591,Park,Bahar
Gezilecek Yer 56047,4.5,Muğla,48319,Restoran,Bahar
Gezilecek Yer 56048,4.3,Antalya,53807,Park,Yaz
Gezilecek Yer 56049,4.3,Ankara,33959,Tarihi Yer,Bahar
Gezilecek Yer 56050,4.1,İzmir,52689,Plaj,Bahar
Gezilecek Yer 56051,4.9,Antalya,29075,Müze,Bahar
Gezilecek Yer 56052,3.5,Adana,47476,Plaj,Yaz
Gezilecek Yer 56053,4.8,Bodrum,26548,Restoran,Kış
Gezilecek Yer 56054,3.6,Muğla,35733,Park,Sonbahar
Gezilecek Yer 56055,3.6,Bodrum,18224,Tarihi Yer,Yaz
Gezilecek Yer 56056,4.8,Muğla,35467,Müze,Bahar
Gezilecek Yer 56057,4.3,Antalya,9620,Restoran,Yaz
Gezilecek Yer 56058,4.1,İzmir,7209,Müze,Bahar
Gezilecek Yer 56059,3.8,Bodrum,14819,Restoran,Sonbahar
Gezilecek Yer 56060,3.7,Konya,7076,Restoran,Yaz
Gezilecek Yer 56061,4.1,Muğla,45216,Müze,Kış
Gezilecek Yer 56062,4.8,Antalya,46006,Restoran,Bahar
Gezilecek Yer 56063,4.3,Bursa,24269,Tarihi Yer,Kış
Gezilecek Yer 56064,3.9,Ankara,1041,Park,Yaz
Gezilecek Yer 56065,4.2,İzmir,2153,Restoran,Yaz
Gezilecek Yer 56066,4.2,Muğla,30897,Müze,Kış
Gezilecek Yer 56067,3.6,Ankara,15556,Tarihi Yer,Sonbahar
Gezilecek Yer 56068,4.9,Adana,14840,Park,Sonbahar
Gezilecek Yer 56069,3.5,Antalya,25626,Restoran,Sonbahar
Gezilecek Yer 56070,3.5,Bodrum,6823,Plaj,Sonbahar
Gezilecek Yer 56071,3.9,Bursa,30272,Plaj,Yaz
Gezilecek Yer 56072,4.1,Ankara,46959,Müze,Yaz
Gezilecek Yer 56073,3.9,Trabzon,27985,Müze,Sonbahar
Gezilecek Yer 56074,4.6,Muğla,22030,Müze,Kış
Gezilecek Yer 56075,3.9,Muğla,19466,Tarihi Yer,Kış
Gezilecek Yer 56076,4.3,Bodrum,36077,Müze,Bahar
Gezilecek Yer 56077,3.6,Konya,30630,Restoran,Bahar
Gezilecek Yer 56078,3.7,Ankara,32771,Müze,Yaz
Gezilecek Yer 56079,4.4,Bursa,54756,Restoran,Kış
Gezilecek Yer 56080,3.6,Konya,57500,Plaj,Sonbahar
Gezilecek Yer 56081,4.9,İzmir,1731,Müze,Sonbahar
Gezilecek Yer 56082,3.7,Trabzon,49710,Tarihi Yer,Sonbahar
Gezilecek Yer 56083,4.9,Trabzon,35149,Restoran,Kış
Gezilecek Yer 56084,4.1,İzmir,14847,Tarihi Yer,Yaz
Gezilecek Yer 56085,5.0,Bodrum,47532,Park,Bahar
Gezilecek Yer 56086,4.0,Bodrum,53884,Müze,Sonbahar
Gezilecek Yer 56087,4.1,Ankara,36533,Müze,Yaz
Gezilecek Yer 56088,4.8,İzmir,3949,Restoran,Kış
Gezilecek Yer 56089,5.0,Ankara,6609,Restoran,Sonbahar
Gezilecek Yer 56090,4.3,Muğla,48114,Park,Kış
Gezilecek Yer 56091,3.8,Trabzon,39554,Plaj,Kış
Gezilecek Yer 56092,3.6,Ankara,5406,Tarihi Yer,Kış
Gezilecek Yer 56093,4.5,İzmir,40284,Plaj,Yaz
Gezilecek Yer 56094,4.2,Bodrum,33969,Park,Kış
Gezilecek Yer 56095,4.5,Adana,59647,Plaj,Yaz
Gezilecek Yer 56096,4.1,İzmir,2006,Park,Yaz
Gezilecek Yer 56097,3.6,Konya,39558,Plaj,Kış
Gezilecek Yer 56098,3.7,Bursa,48734,Tarihi Yer,Kış
Gezilecek Yer 56099,4.3,Konya,26708,Plaj,Yaz
Gezilecek Yer 56100,4.2,Antalya,23179,Plaj,Sonbahar
Gezilecek Yer 56101,3.7,Antalya,50553,Tarihi Yer,Kış
Gezilecek Yer 56102,4.3,Ankara,3035,Park,Yaz
Gezilecek Yer 56103,4.5,Konya,13685,Tarihi Yer,Sonbahar
Gezilecek Yer 56104,3.8,Ankara,22870,Restoran,Yaz
